GN_ID,Name,Identifier,Description,Latitude,Longitude,Type,State,FIPS,County,Region,Topo
4211778,Nahunta Elementary School,,,31.19279,-81.98434,SCH,GA,25,Brantley,Georgia Coast
4211907,Needmore,,,31.33355,-81.90011,PPL,GA,25,Brantley,Georgia Coast
4212260,New Hope Church,,,31.15356,-81.99734,CH,GA,25,Brantley,Georgia Coast
4212261,New Hope Church,,,31.19078,-82.24957,CH,GA,25,Brantley,Georgia Coast
4213464,Oak Grove Church,,,31.26744,-82.00678,CH,GA,25,Brantley,Georgia Coast
4213527,Oak Grove Church (historical),,,31.30467,-81.87011,CH,GA,25,Brantley,Georgia Coast
4213588,Oak Hill Church,,,31.19328,-82.19929,CH,GA,25,Brantley,Georgia Coast
4213659,Oak Suck,,,31.27522,-82.0315,SWMP,GA,25,Brantley,Georgia Coast
4214205,Old Time Church,,,31.22995,-81.7815,CH,GA,25,Brantley,Georgia Coast
4214351,Oquin Bluff,,,31.05939,-81.93761,CLF,GA,25,Brantley,Georgia Coast
4214590,Page Branch,,,31.3255,-81.90234,STM,GA,25,Brantley,Georgia Coast
4214651,Palmetto South Church,,,31.17412,-81.79872,CH,GA,25,Brantley,Georgia Coast
4215689,Pierce Chapel,,,31.14022,-82.17929,CH,GA,25,Brantley,Georgia Coast
4215782,Pilgrims Rest Church,,,31.21161,-81.80817,CH,GA,25,Brantley,Georgia Coast
4215806,Pine Bloom School (historical),,,31.16856,-81.95734,SCH,GA,25,Brantley,Georgia Coast
4216762,Pleasant Valley Church,,,31.20022,-82.25318,CH,GA,25,Brantley,Georgia Coast
4216897,Pollys Lake,,,31.29152,-81.90425,LK,GA,25,Brantley,Georgia Coast
4217072,Popwellville,,,31.31606,-81.74511,PPL,GA,25,Brantley,Georgia Coast
4217468,Prosperity,,,31.21078,-81.93706,PPL,GA,25,Brantley,Georgia Coast
4217791,Radfords Bluff,,,31.12662,-81.87345,CLF,GA,25,Brantley,Georgia Coast
4217944,Rattlesnake Bridge (historical),,,31.27133,-82.10401,BDG,GA,25,Brantley,Georgia Coast
4217959,Raulerson Swamp,,,31.26123,-82.08793,SWMP,GA,25,Brantley,Georgia Coast
4217996,Raybon Church,,,31.26633,-81.97928,CH,GA,25,Brantley,Georgia Coast
4217997,Raybon Church,,,31.24439,-81.97095,CH,GA,25,Brantley,Georgia Coast
4219050,Riverside Church,,,31.07912,-81.93928,CH,GA,25,Brantley,Georgia Coast
4219102,Riverview School (historical),,,31.15689,-81.85511,SCH,GA,25,Brantley,Georgia Coast
4219232,Robinson Hammock,,,31.29189,-81.8715,ISL,GA,25,Brantley,Georgia Coast
4219254,Robinson Hammock Bluff,,,31.29189,-81.87511,CLF,GA,25,Brantley,Georgia Coast
4219899,Rosin Landing,,,31.29883,-81.87511,,GA,25,Brantley,Georgia Coast
4219983,Round Lake,,,31.25548,-81.86474,LK,GA,25,Brantley,Georgia Coast
4221065,Salter,,,31.14551,-81.79067,PPL,GA,25,Brantley,Georgia Coast
4221174,Sand Slough Bridge (historical),,,31.20633,-82.19401,BDG,GA,25,Brantley,Georgia Coast
